customerid,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,avg_monthly_charge,is_high_value,tenure_group,num_services,churn_binary
7351-MHQVU,Female,False,No,No,6,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),50.95,307.6,No,51.26666666666667,False,0-12m,4,0
9224-VTYID,Male,False,Yes,Yes,47,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Mailed check,90.5,4318.35,No,91.87978723404257,True,25-48m,6,0
9500-IWPXQ,Female,False,Yes,Yes,61,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,One year,Yes,Electronic check,79.4,4820.55,No,79.02540983606558,True,49-72m,5,0
5762-TJXGK,Female,False,No,No,52,No,No phone service,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),58.75,3038.55,No,58.43365384615385,False,49-72m,5,0
4504-YOULA,Female,False,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),59.45,2136.9,No,61.05428571428572,False,25-48m,2,0
5569-IDSEY,Male,False,Yes,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),105.7,7472.15,No,105.24154929577465,True,49-72m,4,0
4250-FDVOU,Female,False,No,No,6,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,56.25,389.1,Yes,64.85000000000001,False,0-12m,2,1
7284-ZZLOH,Male,False,Yes,No,45,Yes,No,DSL,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),53.3,2296.25,No,51.02777777777778,False,25-48m,2,0
5277-ZLOOR,Female,True,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.55,187.45,Yes,93.725,True,0-12m,1,1
2141-RRYGO,Female,False,No,No,4,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.65,261.25,Yes,65.3125,False,0-12m,3,1
1777-JYQPJ,Male,False,No,No,2,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,24.3,38.45,No,19.225,False,0-12m,0,0
6376-GAHQE,Male,False,No,No,4,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,77.85,299.2,Yes,74.8,True,0-12m,1,1
3401-URHDA,Male,False,No,No,51,Yes,Yes,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card (automatic),59.9,3043.6,No,59.67843137254902,False,49-72m,2,0
1599-EAHXY,Male,False,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),23.95,1506.4,No,25.10666666666667,False,49-72m,0,0
8631-XVRZL,Male,False,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.15,163.7,No,18.188888888888886,False,0-12m,0,0
5052-PNLOS,Male,False,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.35,323.25,Yes,107.75,True,0-12m,4,1
3853-LYGAM,Male,False,No,No,17,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),95.65,1640.0,No,96.47058823529412,True,13-24m,3,0
6979-ZNSFF,Female,False,No,No,8,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.05,762.1,Yes,95.2625,True,0-12m,1,1
5751-USDBL,Male,False,Yes,Yes,46,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,81.0,3846.35,No,83.61630434782609,True,25-48m,5,0
5680-LQOGP,Female,False,No,No,68,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.45,5646.6,No,83.03823529411765,True,49-72m,6,0
2386-LAHRK,Male,False,No,No,1,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,53.5,53.5,Yes,53.5,False,0-12m,1,1
8189-DUKMV,Female,False,Yes,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.5,79.05,No,19.7625,False,0-12m,0,0
6032-IGALN,Female,False,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.1,25.1,Yes,25.1,False,0-12m,0,1
9931-DCEZH,Male,False,No,Yes,28,Yes,No,DSL,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),54.4,1516.6,No,54.16428571428571,False,25-48m,2,0
1898-JSNDC,Female,False,No,No,39,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),58.6,2224.5,No,57.03846153846154,False,25-48m,2,0
0315-LVCRK,Male,False,No,No,11,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,84.8,888.75,No,80.79545454545455,True,0-12m,2,0
3911-RSNHI,Female,False,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),61.4,4310.35,No,60.70915492957747,False,49-72m,5,0
2410-CIYFZ,Male,False,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,42.9,No,21.45,False,0-12m,0,0
4248-HCETZ,Male,True,Yes,No,30,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,79.65,2365.15,Yes,78.83833333333334,True,25-48m,2,1
5505-OVWQW,Female,False,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.15,353.65,No,20.802941176470586,False,13-24m,0,0
7271-AJDTL,Female,False,Yes,No,55,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),94.45,5073.1,No,92.23818181818183,True,49-72m,3,0
1867-TJHTS,Female,False,No,No,58,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.8,4526.85,No,78.0491379310345,True,49-72m,1,0
0516-WJVXC,Female,False,No,No,5,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.2,308.25,Yes,61.65,False,0-12m,2,1
9174-FKWZE,Female,True,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.45,19.45,Yes,19.45,False,0-12m,0,1
6860-YRJZP,Male,True,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.05,678.45,No,75.38333333333334,True,0-12m,0,0
4429-WYGFR,Male,False,No,No,26,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),49.15,1237.3,No,47.58846153846154,False,25-48m,1,0
2817-LVCPP,Female,False,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.4,1023.95,No,20.479,False,49-72m,0,0
5038-ETMLM,Female,False,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.65,8182.75,No,113.64930555555556,True,49-72m,6,0
5056-FIMPT,Female,False,No,Yes,43,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),106.0,4532.3,No,105.40232558139536,True,25-48m,5,0
4521-WFJAI,Male,False,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),25.95,1444.05,No,25.786607142857143,False,49-72m,0,0
6569-KTMDU,Female,False,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.1,19.1,No,19.1,False,0-12m,0,0
8809-RIHDD,Male,False,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,103.4,7372.65,Yes,102.39791666666666,True,49-72m,4,1
8809-XKHMD,Male,False,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),100.55,7325.1,No,101.73750000000001,True,49-72m,4,0
0396-YCHWO,Male,False,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.4,3474.2,No,96.50555555555555,True,25-48m,2,0
0867-LDTTC,Male,False,No,No,5,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),75.15,392.65,No,78.53,True,0-12m,4,0
4822-NGOCH,Female,False,No,No,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,84.45,1058.6,Yes,81.43076923076923,True,13-24m,2,1
9391-DXGGG,Female,True,No,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,No,Credit card (automatic),89.15,3990.75,No,90.69886363636364,True,25-48m,3,0
9844-FELAJ,Female,True,Yes,Yes,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.9,7475.85,No,106.79785714285715,True,49-72m,5,0
2122-SZZZD,Male,False,No,No,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.5,835.5,No,18.988636363636363,False,25-48m,0,0
5307-DZCVC,Female,True,Yes,No,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.95,2628.6,Yes,82.14375,True,25-48m,1,1
3148-AOIQT,Female,False,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1718.35,No,24.903623188405795,False,49-72m,0,0
8679-JOEVF,Female,True,No,No,16,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Electronic check,59.4,1023.9,Yes,63.99375,False,13-24m,2,1
8395-ETZKQ,Male,True,Yes,Yes,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),19.5,1193.55,No,17.55220588235294,False,49-72m,0,0
6692-YQHXC,Male,False,No,No,16,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),69.95,1205.5,No,75.34375,False,13-24m,0,0
3889-VWBID,Male,False,Yes,Yes,68,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),82.85,5776.45,No,84.94779411764705,True,49-72m,5,0
5222-JCXZT,Male,False,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.0,78.9,No,19.725,False,0-12m,0,0
9754-CLVZW,Female,False,Yes,Yes,26,No,No phone service,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),38.85,1025.15,No,39.42884615384616,False,25-48m,3,0
1432-FPAXX,Female,False,No,No,29,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,30.6,856.35,Yes,29.529310344827586,False,25-48m,1,1
2739-CCZMB,Male,False,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,122.0,No,24.4,False,0-12m,0,0
7080-TNUWP,Male,False,Yes,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),95.0,6602.9,No,94.32714285714285,True,49-72m,3,0
0496-AHOOK,Male,False,Yes,No,24,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,One year,No,Bank transfer (automatic),74.4,1712.9,No,71.37083333333334,True,13-24m,4,0
8336-TAVKX,Female,True,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),78.45,5682.25,No,78.92013888888889,True,49-72m,5,0
2468-SJFLM,Male,False,No,No,1,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.3,74.3,No,74.3,True,0-12m,1,0
3181-VTHOE,Male,False,Yes,No,70,No,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),51.05,3635.15,No,51.93071428571429,False,49-72m,4,0
7168-HDQHG,Female,False,Yes,Yes,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.2,702.9,No,19.525,False,25-48m,0,0
4803-AXVYP,Female,True,No,No,38,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,99.55,3734.25,Yes,98.26973684210526,True,25-48m,3,1
3884-HCSWG,Female,False,No,No,17,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.0,1144.5,Yes,67.32352941176471,False,13-24m,0,1
4567-AKPIA,Female,False,Yes,Yes,41,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.1,4454.25,No,108.64024390243902,True,25-48m,5,0
5077-DXTCG,Female,False,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.3,45.3,Yes,45.3,False,0-12m,0,1
1142-WACZW,Male,False,No,No,2,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),29.85,75.6,Yes,37.8,False,0-12m,1,1
7901-HXJVA,Male,False,No,No,14,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,76.45,1117.55,No,79.825,True,13-24m,1,0
5649-ANRML,Male,True,No,No,2,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),95.1,180.25,Yes,90.125,True,0-12m,4,1
4892-VLANZ,Male,False,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,19.8,Yes,19.8,False,0-12m,0,1
5924-IFQTT,Male,False,Yes,Yes,13,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,72.8,930.05,No,71.54230769230769,True,13-24m,4,0
7968-QUXNS,Male,False,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,18.95,110.15,No,18.358333333333334,False,0-12m,0,0
2919-HBCJO,Female,False,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),76.65,333.6,Yes,83.4,True,0-12m,1,1
4236-XPXAV,Female,False,Yes,Yes,5,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,99.15,465.05,Yes,93.01,True,0-12m,4,1
8903-WMRNW,Female,False,Yes,No,15,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,Electronic check,101.75,1669.4,No,111.29333333333334,True,13-24m,4,0
2452-SNHFZ,Female,False,No,No,47,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),75.45,3545.1,No,75.42765957446808,True,25-48m,1,0
3629-WEAAM,Female,False,No,No,8,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,64.1,504.05,No,63.00625,False,0-12m,3,0
6029-CSMJE,Male,False,No,No,17,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,25.65,440.2,No,25.894117647058824,False,13-24m,0,0
7993-NQLJE,Male,False,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,75.1,1151.55,No,76.77,True,13-24m,1,0
9909-DFRJA,Female,False,No,No,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Bank transfer (automatic),95.85,2475.35,No,95.20576923076922,True,25-48m,4,0
9099-FTUHS,Female,False,No,No,23,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Electronic check,54.4,1249.25,No,54.31521739130435,False,13-24m,1,0
0581-BXBUB,Female,True,No,No,4,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,72.75,317.75,No,79.4375,True,0-12m,1,0
4962-CHQPW,Male,False,No,Yes,29,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.85,535.05,No,18.45,False,25-48m,0,0
9467-ROOLM,Female,False,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.05,461.3,No,18.452,False,25-48m,0,0
3030-YZADT,Male,False,No,No,9,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,44.95,431.0,Yes,47.888888888888886,False,0-12m,0,1
7410-KTVFV,Male,False,Yes,No,18,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,49.55,878.35,Yes,48.797222222222224,False,13-24m,1,1
5150-ITWWB,Male,True,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.85,335.75,No,111.91666666666667,True,0-12m,2,0
2253-KPMNB,Female,False,Yes,Yes,69,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),46.25,3121.4,No,45.23768115942029,False,49-72m,4,0
1345-ZUKID,Male,False,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,324.8,No,23.2,False,13-24m,0,0
6429-SHBCB,Male,False,No,No,19,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,69.6,1394.55,No,73.39736842105263,False,13-24m,2,0
9281-OFDMF,Male,True,No,No,39,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,90.7,3413.25,No,87.51923076923077,True,25-48m,2,0
2603-HVKCG,Male,False,No,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.4,3143.65,No,101.40806451612903,True,25-48m,4,0
1834-WULEG,Male,False,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,439.75,No,18.322916666666668,False,13-24m,0,0
9097-ZUBYC,Male,False,Yes,No,14,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),48.8,664.4,No,47.457142857142856,False,13-24m,1,0
5148-ORICT,Female,False,Yes,No,64,Yes,No,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,74.35,4759.55,No,74.36796875,True,49-72m,5,0
4893-GYUJU,Female,False,No,No,50,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.35,1033.0,No,20.66,False,49-72m,0,0
4578-PHJYZ,Male,False,Yes,Yes,52,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Electronic check,68.75,3482.85,No,66.97788461538461,False,49-72m,4,0
7272-QDCKA,Male,False,No,No,28,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,100.2,2688.45,No,96.01607142857142,True,25-48m,3,0
8908-SLFCJ,Female,False,No,No,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.85,435.25,No,20.726190476190474,False,13-24m,0,0
8393-DLHGA,Male,False,No,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,95.9,2448.75,Yes,97.95,True,25-48m,3,1
9766-HGEDE,Female,False,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.35,307.0,No,18.058823529411764,False,13-24m,0,0
6968-MHOMU,Male,False,Yes,No,58,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),45.0,2689.35,No,46.36810344827586,False,49-72m,2,0
7395-IGJOS,Male,True,Yes,No,17,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),81.5,1329.2,Yes,78.18823529411765,True,13-24m,1,1
5044-XDPYX,Female,False,Yes,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.5,1281.25,No,25.122549019607842,False,49-72m,0,0
1814-WFGVS,Male,False,Yes,Yes,72,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No,Two year,No,Mailed check,48.9,3527.0,No,48.986111111111114,False,49-72m,4,0
2834-SPCJV,Male,False,Yes,No,52,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,84.1,4348.65,Yes,83.6278846153846,True,49-72m,2,1
3721-WKIIL,Female,False,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.6,561.15,No,20.78333333333333,False,25-48m,0,0
6734-CKRSM,Female,False,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,63.6,No,21.2,False,0-12m,0,0
1265-ZFOSD,Female,False,Yes,No,64,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,Yes,Mailed check,81.3,5129.3,No,80.1453125,True,49-72m,5,0
6568-POCUI,Female,False,Yes,No,45,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),95.2,4285.8,No,95.24000000000001,True,25-48m,3,0
7890-VYYWG,Male,True,Yes,No,3,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,36.45,93.7,Yes,31.233333333333334,False,0-12m,1,1
5197-LQXXH,Female,False,Yes,No,71,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),83.3,5894.5,No,83.02112676056338,True,49-72m,5,0
9907-SWKKF,Female,True,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.05,25.05,Yes,25.05,False,0-12m,0,1
3457-PQBYH,Female,False,Yes,Yes,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.3,1160.75,No,20.012931034482758,False,49-72m,0,0
7682-AZNDK,Male,False,Yes,Yes,34,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.85,3091.75,No,90.93382352941177,True,25-48m,3,0
0587-DMGBH,Female,False,No,No,8,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.85,365.55,Yes,45.69375,False,0-12m,1,1
5384-ZTTWP,Female,False,Yes,Yes,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.8,272.95,No,18.196666666666665,False,13-24m,0,0
3745-HRPHI,Male,False,Yes,Yes,66,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),54.65,3632.0,No,55.03030303030303,False,49-72m,4,0
7636-OWBPG,Male,True,No,No,12,No,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),29.35,381.2,No,31.766666666666666,False,0-12m,1,0
1231-YNDEK,Male,False,No,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),19.15,1035.5,No,17.853448275862068,False,49-72m,0,0
1407-DIGZV,Female,False,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.1,52.0,No,17.333333333333332,False,0-12m,0,0
6397-JNZZG,Female,True,Yes,No,43,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),55.55,2342.2,Yes,54.46976744186046,False,25-48m,4,1
0570-BFQHT,Female,False,No,No,9,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,80.55,653.9,No,72.65555555555555,True,0-12m,2,0
4393-OBCRR,Female,False,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.25,71.2,No,23.733333333333334,False,0-12m,0,0
3523-QRQLL,Female,False,Yes,Yes,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),69.5,1498.2,Yes,68.10000000000001,False,13-24m,3,1
8564-LDKFL,Male,False,Yes,No,40,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),106.0,4178.65,No,104.46624999999999,True,25-48m,4,0
3696-DFHHB,Female,False,No,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),25.5,1821.8,No,26.791176470588233,False,49-72m,0,0
0895-DQHEW,Male,False,Yes,No,54,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,104.3,5278.15,Yes,97.74351851851851,True,49-72m,4,1
4717-GHADL,Female,False,No,No,50,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,79.6,4024.2,No,80.484,True,49-72m,4,0
5501-TVMGM,Male,False,No,No,1,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.25,55.25,No,55.25,False,0-12m,1,0
5879-HMFFH,Female,False,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),88.05,6520.8,No,90.56666666666666,True,49-72m,6,0
6772-WFQRD,Male,False,No,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.4,854.9,No,21.3725,False,25-48m,0,0
3810-DVDQQ,Female,False,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),117.6,8308.9,No,115.40138888888889,True,49-72m,6,0
6972-SNKKW,Female,False,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.0,109.2,No,18.2,False,0-12m,0,0
3694-GLTJM,Female,False,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.65,92.05,No,18.41,False,0-12m,0,0
8550-XSXUQ,Male,False,Yes,No,48,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),70.55,3420.5,No,71.26041666666667,True,25-48m,3,0
8149-RSOUN,Female,False,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,93.85,93.85,Yes,93.85,True,0-12m,2,1
